Z,U,X1,X2,X3,X4,poolID,W
-0.299241916,-1.835230489,1,-2.278470254,0,0,8,9.245437681
-0.299241916,-1.827162386,1,0.220990513,0,0,8,5.829241706
-0.299241916,-1.826069599,1,0.009556126,0,0,8,5.835646477
-0.299241916,-1.82578537,1,-1.19811372,0,0,8,8.387308377
-0.571079632,-1.8170595,1,0.73596062,0,0,9,6.831039235
-0.571079632,-1.817037049,1,-0.088843892,0,0,9,2.668996433
-0.571079632,-1.81251752,1,-0.517627578,0,0,9,6.133318216
-0.571079632,-1.810105841,1,-1.93606483,0,0,9,9.622176849
-0.571079632,-1.8070038,1,-0.519686005,0,0,9,1.597017189
-0.571079632,-1.804062455,1,0.642230973,0,0,9,4.901698853
-0.571079632,-1.803834803,1,-1.63918342,0,0,9,9.342275589
-0.571079632,-1.798994027,1,-0.247021442,0,0,9,6.670495202
-0.728654901,-1.798865605,1,-1.297582841,0,0,10,8.667835312
-0.728654901,-1.79791804,1,0.10020334,0,0,10,2.54198295
-0.728654901,-1.796320121,1,0.031790424,0,0,10,7.237616795
-0.728654901,-1.791873793,1,0.345537893,0,0,10,2.557461101
-0.728654901,-1.788544269,1,-1.391958866,0,0,10,3.725315347
-0.728654901,-1.788411404,1,1.212054793,0,0,10,2.815320172
-0.728654901,-1.779720223,1,-0.147424513,0,0,10,8.06477198
-0.728654901,-1.775387016,1,-0.289162777,0,0,10,5.427077111
-0.48950295,-1.761409956,1,-0.418178192,0,0,11,3.955589439
-0.48950295,-1.757341687,1,-1.593532265,0,0,11,9.329416387
-0.48950295,-1.755879653,1,0.428757215,0,0,11,3.628085614
-0.48950295,-1.754001463,1,-1.596963353,0,0,11,5.525382065
-0.48950295,-1.740702021,1,-0.917855199,0,0,11,9.026896573
-0.48950295,-1.737041735,1,-0.284162116,0,0,11,8.084321273
-0.48950295,-1.732410703,1,-0.463782753,0,0,11,7.760468098
-0.48950295,-1.730417983,1,0.624418835,0,0,11,3.334321028
-0.56309382,-1.729987513,1,-0.887729633,0,0,12,4.603373451
-0.56309382,-1.725409136,1,-0.32651463,0,0,12,6.745793972
-0.56309382,-1.724784292,1,-0.871702398,0,0,12,7.326182224
-0.56309382,-1.723971479,1,-0.30824076,0,0,12,1.460007021
-0.56309382,-1.723227578,1,0.842691933,0,0,12,8.654264638
-0.56309382,-1.722617363,1,0.074659409,0,0,12,4.566002463
-0.56309382,-1.720775757,1,-0.56015813,0,0,12,9.222731656
-0.56309382,-1.717010782,1,0.668506613,0,0,12,5.877151342
-0.734078558,-1.713557326,1,0.175707785,0,0,13,2.288741076
-0.734078558,-1.711087058,1,0.494245626,0,0,13,8.164525374
-0.734078558,-1.710578827,1,-0.081007297,0,0,13,3.527158699
-0.734078558,-1.701446228,1,-1.058770135,0,0,13,1.173700971
-0.734078558,-1.694142355,1,-1.318237689,0,0,13,6.602435942
-0.734078558,-1.685137825,1,-0.821840231,0,0,13,1.96403863
-0.734078558,-1.682512945,1,0.126505106,0,0,13,5.106274019
-0.734078558,-1.673360939,1,0.751784605,0,0,13,7.446814668
-0.333644537,-1.671588665,1,-0.321759804,0,0,14,7.130606198
-0.333644537,-1.669524091,1,-0.368159011,0,0,14,4.600311963
-0.333644537,-1.667114412,1,-0.240045897,0,0,14,4.629523118
-0.333644537,-1.657834202,1,-1.317641851,0,0,14,9.578008774
-0.333644537,-1.657242854,1,-0.123603775,0,0,14,2.523812709
-0.333644537,-1.652828187,1,-1.854456786,0,0,14,9.693995262
-0.333644537,-1.651053466,1,2.336223353,0,0,14,9.114268502
-0.333644537,-1.650634726,1,-0.950731139,0,0,14,3.820174278
-0.203534619,-1.649214559,1,0.495115465,0,0,15,6.655348483
-0.203534619,-1.646700545,1,-1.808245218,0,0,15,6.092885325
-0.203534619,-1.645233599,1,-0.577307895,0,0,15,9.291886766
-0.203534619,-1.644360397,1,0.921615031,0,0,15,2.529742413
-0.203534619,-1.643487005,1,1.301287788,0,0,15,4.39172439
-0.203534619,-1.642854823,1,-1.615104217,0,0,15,5.971003878
-0.203534619,-1.631146925,1,-0.194376396,0,0,15,2.980378464
-0.203534619,-1.628092535,1,1.638134041,0,0,15,2.45892321
-0.467759713,-1.627980286,1,0.397905199,0,0,16,6.023143155
-0.467759713,-1.62766932,1,-0.997500441,0,0,16,8.221103703
-0.467759713,-1.625531075,1,-0.465553893,0,0,16,7.419034095
-0.467759713,-1.615429755,1,0.23131393,0,0,16,7.088567131
-0.467759713,-1.614799001,1,-1.495267962,0,0,16,3.980236484
-0.467759713,-1.614159248,1,-0.632514248,0,0,16,7.357976779
-0.467759713,-1.604240209,1,-0.496145441,0,0,16,8.336537324
-0.467759713,-1.595774812,1,-0.776787963,0,0,16,3.848098532
-0.316234691,-1.583161918,1,-0.212037938,0,0,17,4.859930073
-0.316234691,-1.582466798,1,0.356999224,0,0,17,7.771651485
-0.316234691,-1.577277378,1,0.070341097,0,0,17,9.266524164
-0.316234691,-1.575002903,1,-1.609718264,0,0,17,7.154647112
-0.316234691,-1.574497738,1,-1.718164701,0,0,17,8.313330504
-0.316234691,-1.570699323,1,-0.753957507,0,0,17,7.242915863
-0.316234691,-1.566455097,1,0.130620724,0,0,17,8.771072328
-0.316234691,-1.561248107,1,-0.148359627,0,0,17,1.155126153
-0.185891591,-1.55963925,1,-0.055197273,0,0,18,7.381685443
-0.185891591,-1.553060395,1,-0.292679417,0,0,18,4.541642247
-0.185891591,-1.549217699,1,-1.776791225,0,0,18,2.8205561
-0.185891591,-1.538181248,1,-1.395321019,0,0,18,5.803063511
-0.185891591,-1.537556315,1,-1.448333314,0,0,18,8.522493486
-0.185891591,-1.536038582,1,-0.224068879,0,0,18,9.847815614
-0.185891591,-1.534152278,1,1.217315766,0,0,18,9.152287451
-0.185891591,-1.528822172,1,0.95685169,0,0,18,8.100684487
0.010868484,-1.528112194,1,0.634955245,0,0,19,3.888675218
0.010868484,-1.520528821,1,-2.262662417,0,0,19,2.750257545
0.010868484,-1.519584621,1,-0.169296666,0,0,19,6.966793329
0.010868484,-1.51467232,1,-2.84946831,0,0,19,8.339876545
0.010868484,-1.51309137,1,-0.532757016,0,0,19,8.817450039
0.010868484,-1.513072453,1,-0.202487983,0,0,19,5.46148628
0.010868484,-1.509964367,1,0.310709063,0,0,19,7.434987323
0.010868484,-1.508093217,1,-0.36100378,0,0,19,9.416190843
-0.05231897,-1.501322565,1,-1.526881258,0,0,20,8.896039564
-0.05231897,-1.498952535,1,0.792590399,0,0,20,7.294821421
-0.05231897,-1.491639642,1,-1.571537092,0,0,20,8.052533905
-0.05231897,-1.485695959,1,-0.488387949,0,0,20,8.321802192
-0.05231897,-1.484260326,1,-0.417691049,0,0,20,1.361047671
-0.05231897,-1.482318261,1,0.634092078,0,0,20,3.573082983
-0.05231897,-1.477675204,1,-0.144405681,0,0,20,5.736829119
-0.05231897,-1.473092358,1,1.308587968,0,0,20,1.41856796
-0.482329889,-1.471760879,1,0.48139997,0,0,21,8.599905611
-0.482329889,-1.464700903,1,0.627446333,0,0,21,7.62741435
-0.482329889,-1.461946778,1,-1.398229877,0,0,21,2.46962488
-0.482329889,-1.455695563,1,-0.642808032,0,0,21,6.152424865
-0.482329889,-1.451692597,1,-0.168888687,0,0,21,2.897862571
-0.482329889,-1.44995782,1,-0.048590018,0,0,21,4.499401751
-0.482329889,-1.444489874,1,1.073069682,0,0,21,1.446123238
-0.482329889,-1.436335612,1,-0.400969251,0,0,21,2.100276062
-0.010566687,-1.434381237,1,-1.477476907,0,0,22,1.750107068
-0.010566687,-1.431382512,1,-0.589331441,0,0,22,4.050090846
-0.010566687,-1.4285075,1,0.318080767,0,0,22,1.562337974
-0.010566687,-1.424126866,1,-0.613513025,0,0,22,4.34142329
-0.010566687,-1.423374967,1,-1.096754138,0,0,22,9.051101049
-0.010566687,-1.42000439,1,-0.430142228,0,0,22,6.774202017
-0.010566687,-1.4194833,1,-0.705858371,0,0,22,4.672883346
-0.010566687,-1.411195032,1,1.361168708,0,0,22,9.509218826
0.380369531,-1.410547674,1,-1.214942048,0,0,23,9.224028764
0.380369531,-1.410322819,1,-1.028024691,0,0,23,9.345432698
0.380369531,-1.395048469,1,0.20926452,0,0,23,8.840936853
0.380369531,-1.393808864,1,-0.036871448,0,0,23,5.914247435
0.380369531,-1.387257706,1,-1.123515102,0,0,23,9.20379961
0.380369531,-1.385918758,1,-0.161842144,0,0,23,2.787984328
0.380369531,-1.382618851,1,-2.190773387,0,0,23,1.088041344
0.380369531,-1.381372658,1,-1.153401508,0,0,23,8.874569053
-0.16215647,-1.381133526,1,-2.381224567,0,0,24,1.824521017
-0.16215647,-1.370702491,1,0.696809847,0,0,24,3.474404498
-0.16215647,-1.356165433,1,0.011022681,0,0,24,2.976280889
-0.16215647,-1.352817602,1,-0.215153882,0,0,24,1.496159485
-0.16215647,-1.35240352,1,-1.174067134,0,0,24,4.064206784
-0.16215647,-1.352196843,1,-0.469967228,0,0,24,5.285347886
-0.16215647,-1.351306295,1,1.441797715,0,0,24,4.466086284
-0.16215647,-1.347918984,1,-0.186183297,0,0,24,1.935390077
-0.238073445,-1.342990824,1,-0.431500796,0,0,25,4.815564322
-0.238073445,-1.340340004,1,0.639367439,0,0,25,3.572640596
-0.238073445,-1.327680798,1,0.276904823,0,0,25,3.515406101
-0.238073445,-1.313615744,1,0.133884485,0,0,25,7.604074613
-0.238073445,-1.310959498,1,1.011875502,0,0,25,5.51287493
-0.238073445,-1.310133988,1,-1.096461014,0,0,25,1.702319809
-0.238073445,-1.308033833,1,-0.431079763,0,0,25,6.836922047
-0.238073445,-1.306596391,1,-0.037014314,0,0,25,8.631838982
0.143268987,-1.305307255,1,-1.211565454,0,0,26,7.775838271
0.143268987,-1.301215661,1,-0.365528071,0,0,26,1.280077437
0.143268987,-1.298312628,1,-0.594758402,0,0,26,9.962208019
0.143268987,-1.29773296,1,0.152276459,0,0,26,6.594926209
0.143268987,-1.296954666,1,0.271639861,0,0,26,3.184926139
0.143268987,-1.296914511,1,0.155865188,0,0,26,4.477703064
0.143268987,-1.296765668,1,-0.998494997,0,0,26,7.568281441
0.143268987,-1.292704426,1,0.063737024,0,0,26,7.365464711
-0.243146073,-1.289043629,1,-0.761971151,0,0,27,5.177708652
-0.243146073,-1.284839444,1,9.20E-05,0,0,27,7.790091259
-0.243146073,-1.276762951,1,-0.356110496,0,0,27,5.261323046
-0.243146073,-1.275703885,1,0.082184585,0,0,27,3.410609037
-0.243146073,-1.275509303,1,0.305584193,0,0,27,9.035283381
-0.243146073,-1.269689776,1,0.581134825,0,0,27,2.348442826
-0.243146073,-1.268240496,1,0.872276879,0,0,27,2.392833557
-0.243146073,-1.261455741,1,0.236140921,0,0,27,1.846179195
-0.099514875,-1.260441132,1,1.049652235,0,0,28,7.666579628
-0.099514875,-1.259465132,1,-0.077924722,0,0,28,7.082161237
-0.099514875,-1.256483864,1,-0.740632772,0,0,28,7.705184344
-0.099514875,-1.250827675,1,-0.491952913,0,0,28,2.175594125
-0.099514875,-1.248123314,1,0.828984668,0,0,28,7.006808436
-0.099514875,-1.246522817,1,0.621160161,0,0,28,4.715164134
-0.099514875,-1.244521765,1,-1.780952915,0,0,28,7.461548296
-0.099514875,-1.243106611,1,-0.599452909,0,0,28,6.382232858
0.033750166,-1.24287615,1,-0.197698562,0,0,29,8.222616992
0.033750166,-1.23540226,1,-0.576738614,0,0,29,8.447699748
0.033750166,-1.234076949,1,0.016326637,0,0,29,5.609508148
0.033750166,-1.233343516,1,0.200871122,0,0,29,2.918129776
0.033750166,-1.230626185,1,0.626588411,0,0,29,1.544277539
0.033750166,-1.227678688,1,-0.787295544,0,0,29,4.766771701
0.033750166,-1.224745663,1,0.070331645,0,0,29,4.268109679
0.033750166,-1.215178057,1,0.030240994,0,0,29,5.198197502
0.458341229,-1.21443413,1,1.10006641,0,0,30,9.035516101
0.458341229,-1.208081584,1,-0.532703909,0,0,30,7.237818346
0.458341229,-1.207296802,1,-0.316191436,0,0,30,5.684699737
0.458341229,-1.20623518,1,-1.897756949,0,0,30,3.089908709
0.458341229,-1.204090342,1,-3.229615598,0,0,30,9.635441927
0.458341229,-1.202586686,1,0.098175058,0,0,30,3.335986829
0.458341229,-1.199918307,1,0.399944735,0,0,30,9.65491497
0.458341229,-1.195772262,1,-0.774523051,0,0,30,4.050766427
-0.420263788,-1.194115965,1,-0.108248533,0,0,31,1.282625852
-0.420263788,-1.189686651,1,0.01949968,0,0,31,8.35984469
-0.420263788,-1.184600341,1,-0.328492082,0,0,31,2.529274567
-0.420263788,-1.183205213,1,1.123030208,0,0,31,9.449548837
-0.420263788,-1.177487344,1,-0.783279651,0,0,31,1.268632547
-0.420263788,-1.177195409,1,-1.366490472,0,0,31,4.319744963
-0.420263788,-1.173735459,1,0.333345714,0,0,31,6.109874533
-0.420263788,-1.165542921,1,1.310463399,0,0,31,1.073963202
-0.26752612,-1.164192643,1,0.637952097,0,0,32,8.799024058
-0.26752612,-1.158524995,1,-0.391208228,0,0,32,9.925129249
-0.26752612,-1.157168953,1,-0.638400886,0,0,32,5.277998507
-0.26752612,-1.154286857,1,-1.397188434,0,0,32,7.506681909
-0.26752612,-1.152419119,1,-0.316451615,0,0,32,6.689098147
-0.26752612,-1.145214291,1,0.431595567,0,0,32,4.172951347
-0.26752612,-1.131569808,1,0.495886803,0,0,32,2.557026851
-0.26752612,-1.128720298,1,1.141831198,0,0,32,2.927562564
0.139798753,-1.126072214,1,0.046207638,0,0,33,4.792542706
0.139798753,-1.126042327,1,-0.566214284,0,0,33,7.930808363
0.139798753,-1.12445318,1,-0.413560527,0,0,33,1.753707011
0.139798753,-1.124154636,1,-0.99980667,0,0,33,3.580167288
0.139798753,-1.123658104,1,-0.201902616,0,0,33,4.769814214
0.139798753,-1.122960734,1,0.156714646,0,0,33,6.252543427
0.139798753,-1.12229874,1,-0.227635634,0,0,33,2.083057765
0.139798753,-1.121784058,1,-0.598206005,0,0,33,1.362306698
0.028056695,-1.121416968,1,0.821014881,0,0,34,9.359830771
0.028056695,-1.117975286,1,-1.391186794,0,0,34,6.647222089
0.028056695,-1.110033529,1,-0.490058949,0,0,34,5.932788523
0.028056695,-1.109789735,1,-0.189605639,0,0,34,3.434154702
0.028056695,-1.109244408,1,0.157135411,0,0,34,5.865782256
0.028056695,-1.105700164,1,-0.706638878,0,0,34,4.747316962
0.028056695,-1.101278612,1,0.157451584,0,0,34,4.540305952
0.028056695,-1.100455359,1,0.197305684,0,0,34,7.164653899
-0.460877447,-1.099678509,1,0.598570677,0,0,35,1.079160167
-0.460877447,-1.099506367,1,0.438564506,0,0,35,8.782298955
-0.460877447,-1.099221664,1,-0.045107222,0,0,35,8.14664745
-0.460877447,-1.095773903,1,-0.307107454,0,0,35,2.754923912
-0.460877447,-1.092580786,1,1.451309688,0,0,35,5.569321573
-0.460877447,-1.086752566,1,-0.424076226,0,0,35,3.430594338
-0.460877447,-1.081928125,1,-0.260885908,0,0,35,6.456082887
-0.460877447,-1.077780235,1,0.689313324,0,0,35,6.232917865
0.200590232,-1.071634939,1,-1.816350283,0,0,36,5.006513483
0.200590232,-1.069335503,1,-0.656229985,0,0,36,7.942831933
0.200590232,-1.056618322,1,0.61272491,0,0,36,2.778628812
0.200590232,-1.052281725,1,0.07489611,0,0,36,7.912307049
0.200590232,-1.050820176,1,-1.246485027,0,0,36,3.841994941
0.200590232,-1.049197916,1,0.848044834,0,0,36,7.558199892
0.200590232,-1.044276689,1,-0.986981951,0,0,36,6.043678726
0.200590232,-1.043039873,1,-0.81172664,0,0,36,8.479066194
-0.242712517,-1.036343242,1,-1.629860571,0,0,37,3.390219289
-0.242712517,-1.03512009,1,0.125338479,0,0,37,6.940536581
-0.242712517,-1.031337579,1,-0.317014032,0,0,37,9.523541778
-0.242712517,-1.02672128,1,1.968063117,0,0,37,2.96037664
-0.242712517,-1.026266813,1,0.01294654,0,0,37,7.934804409
-0.242712517,-1.023914399,1,1.012952734,0,0,37,5.787771856
-0.242712517,-1.022477,1,0.378848379,0,0,37,3.51454137
-0.242712517,-1.01887606,1,-1.420367655,0,0,37,1.902493824
-0.464680967,-1.018770177,1,-3.110673745,0,0,38,4.824629126
-0.464680967,-1.013533053,1,0.794313374,0,0,38,4.91618428
-0.464680967,-1.000587271,1,-0.600761092,0,0,38,2.115824104
-0.464680967,-0.997410823,1,1.078558745,0,0,38,5.702470248
-0.464680967,-0.996943633,1,2.169786156,0,0,38,4.778280376
-0.464680967,-0.99428369,1,-1.313729315,0,0,38,3.756951376
-0.464680967,-0.98419975,1,-0.151656847,0,0,38,1.701423717
-0.464680967,-0.981548485,1,1.727000185,0,0,38,9.1216029
0.246317541,-0.973976921,1,0.199632517,0,0,39,1.418825353
0.246317541,-0.973386059,1,0.047048264,0,0,39,5.191015343
0.246317541,-0.966335669,1,-1.249925282,0,0,39,5.427193123
0.246317541,-0.965586093,1,-0.186660428,0,0,39,4.778826942
0.246317541,-0.960280609,1,-1.483338885,0,0,39,1.91497781
0.246317541,-0.957760911,1,-0.367601058,0,0,39,5.256980927
0.246317541,-0.955294172,1,-0.46960504,0,0,39,6.144318102
0.246317541,-0.950378767,1,-0.047272225,0,0,39,4.662890647
0.403847203,-0.950320283,1,-0.694061028,0,0,40,1.010686396
0.403847203,-0.947241179,1,-0.74582248,0,0,40,9.063354803
0.403847203,-0.946675965,1,-0.177000135,0,0,40,6.525580067
0.403847203,-0.944941175,1,1.098093647,0,0,40,9.144694291
0.403847203,-0.944661056,1,-1.631646269,0,0,40,7.551067043
0.403847203,-0.944098428,1,0.595016469,0,0,40,1.902927445
0.403847203,-0.940323447,1,0.600497716,0,0,40,8.469005932
0.403847203,-0.939867541,1,-1.24888887,0,0,40,3.545217677
0.201052529,-0.934830619,1,1.531114938,0,0,41,5.869979249
0.201052529,-0.934382814,1,0.004833121,0,0,41,9.599077191
0.201052529,-0.933166568,1,0.598057525,0,0,41,1.906776629
0.201052529,-0.929964227,1,-0.625530409,0,0,41,2.957058056
0.201052529,-0.927670117,1,-0.894172957,0,0,41,5.50933713
0.201052529,-0.92539792,1,-0.731570113,0,0,41,1.458811878
0.201052529,-0.925375894,1,-0.235342031,0,0,41,4.629785312
0.201052529,-0.922916639,1,0.319328431,0,0,41,5.44026552
0.717081886,-0.919230936,1,-2.684238159,0,0,42,2.92200816
0.717081886,-0.911909742,1,-1.627158132,0,0,42,8.257137377
0.717081886,-0.910819797,1,-1.439559259,0,0,42,9.57421119
0.717081886,-0.910772115,1,0.052617093,0,0,42,8.34996775
0.717081886,-0.910772102,1,-0.207692618,0,0,42,3.750842861
0.717081886,-0.910526421,1,0.084633597,0,0,42,5.918925819
0.717081886,-0.905483443,1,-0.502013012,0,0,42,4.09378814
0.717081886,-0.902613713,1,-0.547725334,0,0,42,3.149082999
-0.099658323,-0.901035751,1,-0.23529931,0,0,43,3.766823376
-0.099658323,-0.895782496,1,-1.626367527,0,0,43,1.08069198
-0.099658323,-0.895088086,1,1.537337336,0,0,43,9.750933633
-0.099658323,-0.894029544,1,-0.33098333,0,0,43,1.353254484
-0.099658323,-0.893804691,1,-0.583329266,0,0,43,9.627040383
-0.099658323,-0.892086444,1,-1.034648633,0,0,43,6.650147078
-0.099658323,-0.891437933,1,0.308610181,0,0,43,7.827317879
-0.099658323,-0.881894212,1,0.386650065,0,0,43,6.606220084
-0.298459354,-0.878908951,1,-0.198476256,0,0,44,2.183121542
-0.298459354,-0.871878384,1,-0.583174392,0,0,44,6.839974583
-0.298459354,-0.871878126,1,0.15395426,0,0,44,6.078974409
-0.298459354,-0.867446042,1,-1.417853997,0,0,44,2.756482152
-0.298459354,-0.86578814,1,1.596704972,0,0,44,7.507649074
-0.298459354,-0.860925237,1,-1.848147092,0,0,44,2.082167268
-0.298459354,-0.849822597,1,-0.689694568,0,0,44,1.915186649
-0.298459354,-0.844770335,1,-0.232182984,0,0,44,4.648979349
0.211401433,-0.844458399,1,-0.40604807,0,0,45,1.775485448
0.211401433,-0.83325264,1,-1.001034874,0,0,45,6.874895905
0.211401433,-0.832653127,1,-1.851044181,0,0,45,1.660242234
0.211401433,-0.828193139,1,-0.357747766,0,0,45,5.880106432
0.211401433,-0.815447033,1,0.348328039,0,0,45,4.383550811
0.211401433,-0.815175984,1,-0.179843698,0,0,45,1.598302088
0.211401433,-0.812720916,1,-1.038620322,0,0,45,7.80226116
0.211401433,-0.811686894,1,0.392510204,0,0,45,9.749741113
-0.472096216,-0.798147711,1,-0.573642252,0,0,46,9.652806355
-0.472096216,-0.794463517,1,-0.333501893,0,0,46,8.20167632
-0.472096216,-0.791553268,1,0.994267819,0,0,46,4.162098817
-0.472096216,-0.790181692,1,1.027674533,0,0,46,1.745220274
-0.472096216,-0.787384505,1,-0.503325848,0,0,46,4.928850549
-0.472096216,-0.786880112,1,0.84171035,0,0,46,8.36043249
-0.472096216,-0.783427906,1,1.08422854,0,0,46,6.177809804
-0.472096216,-0.78302665,1,0.489987545,0,0,46,2.606257448
0.3997865,-0.780053324,1,0.646875949,0,0,47,9.101786692
0.3997865,-0.777584433,1,-1.393547386,0,0,47,3.791932178
0.3997865,-0.770828686,1,-2.10378488,0,0,47,4.490495989
0.3997865,-0.769769769,1,0.127564845,0,0,47,2.171507319
0.3997865,-0.767878341,1,-1.334516039,0,0,47,9.389144558
0.3997865,-0.764458927,1,0.859813408,0,0,47,7.738611634
0.3997865,-0.764137549,1,0.191423681,0,0,47,4.934662847
0.3997865,-0.758630788,1,-1.317665322,0,0,47,5.19874378
0.434292228,-0.756844874,1,-1.685065624,0,0,48,7.273904442
0.434292228,-0.756779771,1,0.210439899,0,0,48,6.942929321
0.434292228,-0.75484078,1,1.019043321,0,0,48,2.577470137
0.434292228,-0.753097231,1,0.690783225,0,0,48,2.423222147
0.434292228,-0.751028774,1,0.052930575,0,0,48,3.40938157
0.434292228,-0.750593581,1,0.538219775,0,0,48,5.084319419
0.434292228,-0.739669284,1,0.121410936,0,0,48,9.635283235
0.434292228,-0.738675649,1,-1.984992243,0,0,48,9.982112981
0.545216648,-0.735918647,1,-1.351285716,0,0,49,8.943744133
0.545216648,-0.735327517,1,-1.434605401,0,0,49,7.271863216
0.545216648,-0.726245016,1,0.595205007,0,0,49,1.242273331
0.545216648,-0.723018836,1,0.110851868,0,0,49,9.994760336
0.545216648,-0.720034512,1,0.038379117,0,0,49,2.610040901
0.545216648,-0.719651526,1,-1.272195003,0,0,49,1.824136426
0.545216648,-0.710333647,1,-0.589615072,0,0,49,3.862686499
0.545216648,-0.70721271,1,-0.015034276,0,0,49,7.092696625
-0.324012293,-0.70196536,1,0.326221044,0,0,50,3.01034206
-0.324012293,-0.700117957,1,0.945335919,0,0,50,2.608749602
-0.324012293,-0.69496439,1,-0.11386802,0,0,50,6.298695066
-0.324012293,-0.694669492,1,0.763010902,0,0,50,6.755033254
-0.324012293,-0.688171112,1,-1.03868966,0,0,50,3.120233808
-0.324012293,-0.68810476,1,1.197199053,0,0,50,4.580726624
-0.324012293,-0.680773795,1,-0.349731461,0,0,50,9.877375175
-0.324012293,-0.678395899,1,-0.87609337,0,0,50,3.856697859
0.094732312,-0.678169187,1,-1.308798895,0,0,51,4.778532885
0.094732312,-0.673131103,1,-0.75165201,0,0,51,9.494052015
0.094732312,-0.66890563,1,0.566224661,0,0,51,9.450607151
0.094732312,-0.667552246,1,-1.978195511,0,0,51,5.265821391
0.094732312,-0.667108979,1,0.25408443,0,0,51,6.401664446
0.094732312,-0.666908703,1,-0.046957081,0,0,51,4.904916848
0.094732312,-0.664481284,1,0.543503678,0,0,51,7.597846606
